0.607715315	-0.775346182
1.274766409	-0.757604956
1.39090597	-0.583198586
-0.49044038	0.113663703
0.58439565	-0.612895782
-0.420806912	-0.396861788
0.749686136	-0.417651921
-0.412560436	0.640500019
-0.492894172	0.680312848
-0.787025608	0.566776569
-0.38219036	0.637874466
-0.129827796	0.681512853
-0.389104363	0.611522466
0.292062018	-0.295700181
-0.369110612	0.615851067
1.237002043	-0.639183382
-0.476594039	-0.013603241
0.520421003	0.398651862
-0.485689177	0.546658184
0.996396216	-0.807290194
-0.364614696	0.535702461
0.743753277	0.827738155
1.492675397	-0.440491368
0.028862678	-0.447811677
0.670020585	0.499730983
0.625546901	0.498120563
0.762721701	-0.515197048
0.257660916	-0.539252145
0.495402126	-0.390862546
0.861490996	-0.4639451
0.557306849	-0.591494947
0.929083672	-0.701556859
0.560506405	-0.507015996
0.915526012	-0.850056838
0.454824161	-0.873719609
0.607403834	0.484519614
-0.541875534	0.693860594
-0.368284483	0.502314985
0.29803409	-0.833205397
-0.452568238	-0.145215653
-0.342175265	0.534340099
-0.235178924	0.667828127
1.307053147	-0.763331076
-0.489384379	-0.149169258
-0.350290166	0.64519329
-0.813092399	0.63699615
0.555136616	-0.647160162
1.084507591	-0.772499477
0.677688565	-0.90257061
-0.548887766	-0.277966303
-0.247567607	0.688216049
-0.483763515	0.655588557
-0.290075193	0.623795444
-0.42813548	0.552766286
-0.192751928	-0.616112205
-0.548976074	0.462434814
0.6657552	0.237278048
1.458659749	-0.666990149
-0.352721934	0.627980626
-0.481917817	-0.209639088
-0.435790684	0.569575569
-0.601675712	-0.192757179
-0.280307212	0.58586307
-0.455904148	0.594195875
-0.051775479	0.633173823
-0.565618886	-0.255607378
0.593984514	0.340765909
-0.464237546	-0.622490895
0.950708569	-0.845732811
0.496096394	-0.709089063
0.378989874	-0.747116921
0.948054551	-0.828773005
-0.397282525	0.771050594
-0.712630377	0.624039023
0.507421417	-0.533208646
-0.321908578	0.623007407
0.605083663	-0.914252084
-0.532730507	-0.207627821
-0.585289178	0.745797046
0.954792267	-0.626200812
0.6355593	-0.275151751
-0.484294806	-0.312238258
0.592634879	0.403426577
-0.388186302	0.602479724
-0.485265903	0.513007277
-0.519946931	-0.111861413
0.268331549	-0.534855666
-0.525693041	-0.317084885
-0.483189704	0.580802959
0.63019144	0.395768073
0.808322492	-0.738397007
0.692765694	0.927519565
0.661438581	-0.454928838
0.642262408	0.707697757
0.452199388	-0.777375277
0.603451129	-0.787107129
-0.314290633	0.595084396
0.664171292	-0.66819212
0.859719665	-0.491690993
0.897184565	-0.38523289
0.583901817	-0.600241853
1.205083286	-0.811034113
1.041192538	-0.505583412
1.355130429	-0.96818294
-0.617236606	0.637055078
0.991460952	-0.649503069
0.650329424	0.618327862
0.500069987	0.552283173
0.617138563	-0.377987907
-0.4516029	0.509375065
-0.310446759	0.660578773
-0.282667089	0.739180447
0.409031242	-0.625884008
-0.717054612	0.659272367
0.692834241	-0.436004519
0.189639769	-0.715310121
0.723601388	-0.499853815
-0.425229771	0.612512982
-0.418952628	0.655480203
-0.341794028	0.697151509
0.685708775	-0.836273562
-0.359593175	0.484969721
0.682438998	-0.933339105
-0.515662785	0.594535546
-0.427736908	0.700102712
0.913651552	-0.699700268
0.464998844	-1.056050245
0.444769189	-0.876931908
-0.47652973	0.703785848
0.63645321	0.559610875
0.396499779	-0.565916913
-0.360232284	0.54094589
-0.497016603	-0.1783698
0.646769838	-0.716667945
0.608169913	-0.738167179
-0.503988114	0.574864324
-0.449877139	-0.249978908
-0.52240836	-0.293838877
0.955110342	-0.626791656
0.86822556	-0.870755094
-0.467740766	-0.329022195
0.695668757	-1.051519145
-0.542265035	0.48314922
-0.529454075	0.693389075
0.221716536	-0.759596296
-0.478719132	0.721888272
0.932677456	-0.668283566
-0.725652825	0.680873185
-0.732263787	0.683333783
-0.797333254	0.576865911
-0.765177311	0.606602444
-0.510791415	-0.205427573
-0.106666601	0.430218923
0.773264119	-0.867833618
-0.462110207	-0.357166967
1.470809707	-0.630126307
-0.4769069	-0.109937829
-0.479199828	0.667135683
-0.532801378	-0.301217498
-0.565014754	0.646281421
0.836519825	-0.529953879
-0.460504919	-0.102259273
0.672685414	-0.441540603
-0.509664743	-0.219259658
0.65747573	-0.61498648
0.764348004	-0.809777673
0.343059156	-0.767876691
-0.37169876	0.523345071
0.561301009	0.769265285
-0.516088561	-0.095725446
0.291353274	-0.582329863
1.091609036	-0.91566022
-0.378490282	0.757552181
-0.631479813	0.552105619
0.996069415	-0.579740543
-0.480397629	-0.245836917
